PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
Peteyjack13,dme2q7m,24,1,Sterl the Unmaker,8539287,0,0,0,0,0,0,252190,0,1427688,2634698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peteyjack13,dme2q7m,24,2,Mohaca the Gale,12761180,0,4602,0,0,0,0,0,0,2719715,0,373540,0,7684,1116331,0,0,0,0,0,19,0,0,0,0
Peteyjack13,dme2q7m,24,3,Mohaca the Gale,16792180,0,4254,0,0,0,0,0,0,1112039,0,0,0,172317,389276,108173,2244418,0,0,0,0,0,0,0,519
Peteyjack13,dme2q7m,24,4,Terro the Seeker,21176517,0,0,0,0,0,0,210478,0,1539535,2634323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peteyjack13,dme2q7m,24,5,Mohaca the Gale,25225682,0,3391,0,0,0,0,254967,0,1130187,0,1460688,0,165975,1033953,0,0,0,0,0,0,0,0,0,0
Peteyjack13,dme2q7m,24,6,Terro the Seeker,25225682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,0,Mohaca the Gale,7968934,906482,2980326,2121792,0,0,0,0,0,0,0,0,0,0,0,0,1959054,1278,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,1,Sterl the Unmaker,7968934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,2,Mohaca the Gale,11887041,0,987685,0,0,0,0,0,0,905016,0,936287,0,23377,0,1065740,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,3,Mohaca the Gale,15799858,0,960641,0,0,0,0,0,0,939710,0,0,0,931329,0,1079796,0,0,0,1339,0,0,0,0,0
Scott Pilgrim,qr42d73,25,4,Terro the Seeker,19991287,0,0,0,30485,0,1097915,0,0,949361,2113666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,5,Mohaca the Gale,19991287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,25,6,Terro the Seeker,24868853,1831889,925355,2120321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,0,Mohaca the Gale,3653750,953761,1964941,0,0,0,0,0,0,0,0,735047,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,1,Sterl the Unmaker,7217721,891295,1935617,0,0,0,0,0,737057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,2,Mohaca the Gale,10716416,0,8918,0,0,0,0,1635124,178975,960702,0,712941,0,1508,525,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,3,Mohaca the Gale,14187009,2735623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734969,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,4,Terro the Seeker,17850260,175,1594952,0,0,0,0,0,0,942718,371598,0,0,0,0,0,753806,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,5,Mohaca the Gale,20064058,0,0,0,0,0,0,0,0,0,0,288076,0,1242253,0,0,679985,192,0,3290,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,27,6,Terro the Seeker,23764711,0,0,0,0,0,0,0,0,970705,1971508,758438,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,28,0,Mohaca the Gale,3170467,1787253,0,0,738528,0,0,0,0,0,0,0,644685,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,28,1,Sterl the Unmaker,6878090,0,0,0,891,0,354412,0,0,1991843,889284,0,0,0,0,0,470718,0,0,0,0,0,0,0,474
fukinawsum,25834nk,28,2,Mohaca the Gale,9468927,0,0,0,0,0,0,0,0,0,0,633608,0,688942,0,863903,404100,0,0,282,0,0,0,0,0
fukinawsum,25834nk,28,3,Mohaca the Gale,12681905,0,0,0,0,0,0,0,0,772839,0,0,2128195,0,309189,0,0,585,0,0,2167,0,0,0,0
fukinawsum,25834nk,28,4,Terro the Seeker,16023121,0,0,0,0,0,0,0,0,2629986,711228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,28,5,Mohaca the Gale,19728589,0,0,0,0,0,0,0,0,2096455,0,0,0,0,0,0,1609013,0,0,0,0,0,0,0,0
fukinawsum,25834nk,28,6,Terro the Seeker,23326744,0,0,0,0,0,0,0,0,1910281,822729,0,0,0,0,0,865144,0,0,0,0,0,0,0,0
KF,y974pm3,28,0,Mohaca the Gale,3281971,1420408,28287,0,0,0,0,0,832296,0,0,1000665,0,0,0,0,0,0,0,313,0,0,0,0,0
KF,y974pm3,28,1,Sterl the Unmaker,6610586,853834,0,0,0,0,0,0,727472,0,0,0,0,0,0,0,1747308,0,0,0,0,0,0,0,0
KF,y974pm3,28,2,Mohaca the Gale,10018438,908489,0,0,0,0,110006,0,825752,0,0,0,1561763,0,0,0,0,0,0,0,1840,0,0,0,0
KF,y974pm3,28,3,Mohaca the Gale,15031920,1329738,0,820852,0,3261,0,0,0,337260,0,0,0,0,1639546,0,881474,0,0,0,1347,0,0,0,0
KF,y974pm3,28,4,Terro the Seeker,16746157,863412,850824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KF,y974pm3,28,5,Mohaca the Gale,17885419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139261,0,0,0,0,0,0,0,0,0
KF,y974pm3,28,6,Terro the Seeker,23308343,1410590,806641,0,0,0,0,0,0,472043,2040795,692485,0,0,0,0,0,367,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,0,Mohaca the Gale,3204372,0,0,0,0,0,542876,0,0,784239,0,0,1877257,0,0,0,0,0,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,1,Sterl the Unmaker,6483215,12578,1508351,1701,0,0,3532,0,0,0,0,0,0,0,0,0,1752678,0,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,2,Mohaca the Gale,9693030,0,3747,0,0,0,0,0,0,735766,0,0,0,0,10325,0,2459974,0,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,3,Mohaca the Gale,13083191,748371,3877,0,0,0,0,0,769572,0,0,0,0,0,0,0,1868340,0,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,4,Terro the Seeker,16538786,0,0,0,0,0,0,0,0,2702556,753038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,5,Mohaca the Gale,19819987,0,0,762257,0,0,0,0,0,728218,0,1095281,694442,0,0,0,0,0,0,0,1001,0,0,0,0
Kcirtap¯\_(ツ)_/¯,ywy6gpd,28,6,Terro the Seeker,22859967,0,0,0,1701,0,0,0,0,1073951,1922689,0,0,0,0,0,41469,0,0,0,0,0,0,0,168
Kloppie5,4m6g6y,24,0,Mohaca the Gale,3784572,0,0,0,0,0,0,832115,1147335,1804780,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,1,Sterl the Unmaker,7854809,0,0,0,450,0,0,0,0,1131679,2055398,0,0,0,882373,0,0,335,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,2,Mohaca the Gale,11414006,0,0,0,0,0,0,0,0,944344,0,20199,0,0,0,240903,2353189,558,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,3,Mohaca the Gale,14967574,0,190,0,0,0,0,0,0,0,0,0,0,1082184,170634,2300045,0,0,0,152,19,0,0,0,342
Kloppie5,4m6g6y,24,4,Terro the Seeker,18854088,0,0,0,0,0,0,0,0,0,2628464,0,0,0,1257860,0,0,190,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,5,Mohaca the Gale,22681871,0,392,292872,0,197836,0,96269,917031,1119543,0,4952,1198882,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,6,Terro the Seeker,22681871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,0,Mohaca the Gale,3158652,1538337,0,15293,0,0,0,0,0,0,0,1605021,0,0,0,0,0,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,1,Sterl the Unmaker,6344409,0,0,0,0,0,0,0,0,692375,2493381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,2,Mohaca the Gale,9631236,780048,0,0,0,0,0,796546,0,0,0,0,1710232,0,0,0,0,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,3,Mohaca the Gale,12835517,0,0,0,0,0,0,0,0,1622369,0,5610,0,803833,0,772467,0,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,4,Terro the Seeker,16250737,762596,915329,0,0,0,0,751257,0,0,0,0,0,0,0,0,986037,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,5,Mohaca the Gale,19343281,0,0,0,0,0,0,588220,0,0,0,0,0,0,0,0,2504324,0,0,0,0,0,0,0,0
Delty°™,k7ymnb,28,6,Terro the Seeker,22639306,0,885681,0,0,0,0,0,0,1658584,0,0,0,0,0,0,751758,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,0,Mohaca the Gale,3581157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581139,0,0,0,0,0,18,0,0
♤ZuraQuor♤,bnpmyd6,25,1,Sterl the Unmaker,7305707,0,0,35846,0,0,0,0,0,885287,888853,1914562,0,0,0,0,0,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,2,Mohaca the Gale,8288986,0,0,0,0,0,0,0,0,0,0,0,0,360,0,982919,0,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,3,Mohaca the Gale,11900564,0,1652,0,0,0,0,0,0,847785,0,1771879,0,0,0,0,990260,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,4,Terro the Seeker,15227878,0,0,0,0,0,0,0,0,1367865,1957377,0,0,0,0,0,0,2070,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,5,Mohaca the Gale,18916236,904066,181,0,0,0,0,0,997860,748298,0,0,1037952,0,0,0,0,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,25,6,Terro the Seeker,22425486,0,182532,0,0,0,4779,0,927009,844063,589973,0,0,0,0,0,960891,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,0,Mohaca the Gale,2793938,0,0,0,0,0,0,0,0,0,0,0,0,439533,0,2354404,0,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,1,Sterl the Unmaker,6145069,768154,704066,0,0,0,0,0,1878910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,2,Mohaca the Gale,9375741,0,0,0,0,389625,0,1953845,0,820208,0,0,0,66993,0,0,0,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,3,Mohaca the Gale,12701873,778018,0,0,0,411462,0,1335116,0,0,0,0,0,0,0,801534,0,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,4,Terro the Seeker,15954774,771132,678200,0,0,0,0,0,0,0,0,0,0,0,0,0,1803567,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,5,Mohaca the Gale,19178056,768848,0,0,0,473088,0,1315398,0,665946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Boktae,7qn96xg,28,6,Terro the Seeker,22401320,0,0,0,0,0,0,0,0,800206,673806,0,0,0,0,0,1749251,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,0,Mohaca the Gale,3251648,0,0,0,0,0,0,0,708415,854103,0,0,10008,0,1679121,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,1,Sterl the Unmaker,6249317,0,0,0,0,0,0,0,0,834715,2162695,0,0,0,0,0,0,257,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,2,Mohaca the Gale,9052519,838842,0,0,0,0,673193,0,0,0,0,0,716991,0,73358,0,500781,0,0,0,33,0,0,0,0
DeathScythe*,qdd82qg,28,3,Mohaca the Gale,12199336,865070,0,0,706468,0,0,0,0,9404,0,1565873,0,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,4,Terro the Seeker,13872301,0,0,0,0,0,0,0,0,0,1672965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,5,Mohaca the Gale,18663375,857857,0,0,766040,0,0,0,740738,855117,0,0,1571319,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,28,6,Terro the Seeker,22065875,596789,1746184,0,0,0,0,0,778058,281467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,0,Mohaca the Gale,3200491,727227,0,2212912,0,260351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,1,Sterl the Unmaker,5977790,0,0,0,0,0,0,0,0,1131822,854036,791389,0,0,0,0,0,0,0,50,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,2,Mohaca the Gale,9063310,0,0,0,0,0,0,0,0,763023,0,1617174,0,705322,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,3,Mohaca the Gale,12308418,0,0,1136638,0,305914,0,0,0,784435,0,93047,0,0,0,0,925072,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,4,Terro the Seeker,15530106,0,1142380,0,0,0,255,0,2043650,0,0,0,0,0,0,0,35401,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,5,Mohaca the Gale,18060571,0,0,0,0,0,0,0,0,0,0,0,0,1458438,834454,237006,0,0,0,0,0,566,0,0,0
Kyzu (/=.=)/,b2m6m3e,28,6,Terro the Seeker,21897631,0,637381,0,0,0,0,0,0,763311,638734,0,0,0,0,0,1797632,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,0,Mohaca the Gale,3107931,782102,820754,0,330375,0,978223,0,196475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,1,Sterl the Unmaker,6376125,840346,868874,0,287117,0,1028526,0,0,0,0,0,0,0,0,0,243329,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,2,Mohaca the Gale,9550984,802238,787396,0,361439,0,993333,0,230451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,3,Mohaca the Gale,12387145,0,1076680,0,0,0,0,0,0,0,0,0,0,0,1483623,274870,0,816,0,0,170,0,0,0,0
慾求不滿,8xmdx2,28,4,Terro the Seeker,15609306,741407,835634,0,346210,0,1067237,0,231669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,5,Mohaca the Gale,18755292,0,866087,383601,0,910095,0,249658,0,736541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慾求不滿,8xmdx2,28,6,Terro the Seeker,21874453,0,905911,0,493921,0,1552102,0,58706,170,0,0,0,0,0,0,108350,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,0,Mohaca the Gale,6818388,0,0,0,0,0,862303,0,0,888713,0,0,1798628,1567832,0,1700647,0,0,0,0,0,263,0,0,0
[RG]Chrono☆,3r9q83,24,1,Sterl the Unmaker,6818388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,2,Mohaca the Gale,10452593,0,0,0,0,0,0,24485,822103,982895,0,0,0,0,1800824,3896,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,3,Mohaca the Gale,13838291,927404,0,0,0,0,1990,0,2456303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,4,Terro the Seeker,17682357,0,0,0,0,0,0,0,0,1042737,1031780,0,0,0,0,0,1769546,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,5,Mohaca the Gale,21347182,0,0,0,0,0,0,0,1806500,1008351,0,849973,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,6,Terro the Seeker,21347182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,0,Mohaca the Gale,2895166,0,166,0,0,0,0,1745336,0,0,0,0,0,344823,644840,160000,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,1,Sterl the Unmaker,5993445,778816,708927,0,0,0,0,0,878385,0,0,0,0,0,0,0,732148,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,2,Mohaca the Gale,9043010,769815,0,1149368,0,1130380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,3,Mohaca the Gale,12121883,770215,0,798264,0,1510392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,4,Terro the Seeker,15291200,0,0,0,0,0,0,0,0,772556,705619,0,0,0,1691140,0,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,5,Mohaca the Gale,18278726,0,1218,0,0,575963,0,1179032,0,765955,0,465356,0,0,0,0,0,0,0,0,0,0,0,0,0
Ob,e2mrbd,28,6,Terro the Seeker,21273750,0,0,0,0,0,0,0,0,755232,2112220,126661,0,0,0,0,0,49,0,860,0,0,0,0,0
탭하냐,mn7kwxp,28,0,Mohaca the Gale,2988610,874796,3517,15293,91349,76710,70082,77737,962679,0,0,816443,0,0,0,0,0,0,0,0,0,0,0,0,0
탭하냐,mn7kwxp,28,1,Sterl the Unmaker,5841629,0,0,0,0,0,895959,0,0,0,1561883,0,0,0,395175,0,0,0,0,0,0,0,0,0,0
탭하냐,mn7kwxp,28,2,Mohaca the Gale,8894901,887834,377,107987,105642,833075,78191,938115,102048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
탭하냐,mn7kwxp,28,3,Mohaca the Gale,14058327,0,0,0,11900,0,2179992,0,0,753964,0,0,0,0,1419256,798313,0,0,0,0,0,0,0,0,0
탭하냐,mn7kwxp,28,4,Terro the Seeker,14851392,793065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
탭하냐,mn7kwxp,28,5,Mohaca the Gale,17790543,0,0,0,0,0,0,0,0,0,0,0,0,0,1611876,1326813,0,0,0,0,0,0,395,0,65
탭하냐,mn7kwxp,28,6,Terro the Seeker,20847192,0,179414,0,0,0,552555,0,0,791392,1533287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,0,Mohaca the Gale,3148285,750771,0,0,1057105,692905,462830,0,0,0,0,139464,44285,0,0,0,0,0,0,923,0,0,0,0,0
[RG]LanayA :),b26g9b,22,1,Sterl the Unmaker,5285158,0,0,0,0,0,0,0,0,0,2136839,0,0,0,0,0,0,34,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,2,Mohaca the Gale,9179988,942851,806,749112,1680130,198325,311982,996,10623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,3,Mohaca the Gale,11768434,0,172,0,0,0,0,0,0,738869,0,596592,883410,369400,0,0,0,0,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,4,Terro the Seeker,11768434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,5,Mohaca the Gale,14408077,717066,0,0,1586056,0,336521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]LanayA :),b26g9b,22,6,Terro the Seeker,17656316,0,0,0,0,0,0,0,0,1135880,1343914,768443,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,0,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,1,Sterl the Unmaker,3206830,0,0,0,0,0,0,0,0,0,3206551,0,0,0,0,0,0,279,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,2,Mohaca the Gale,6209552,0,30721,0,0,0,0,0,0,0,0,0,0,76315,109702,78860,2705826,0,0,244,766,0,286,0,0
[RG]Zurcam [oO],bmp9w,20,3,Mohaca the Gale,10022242,0,0,0,0,0,0,801546,0,982453,0,0,0,0,0,0,2028689,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,4,Terro the Seeker,11880301,0,0,0,0,0,0,0,0,0,1858059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,5,Mohaca the Gale,17280293,1444714,2215,109207,130647,108248,1368329,91043,126601,993157,0,0,0,0,0,0,1016853,0,0,0,8972,0,0,0,0
[RG]Zurcam [oO],bmp9w,20,6,Terro the Seeker,17280293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
